,innings,total_run,Venue,batter1,batter2,batter3,batter4,batter5,bowler1,bowler2,bowler3,bowler4
964,1,38,36,73,145,76,155,84,116,238,82,54
965,2,50,36,27,158,124,89,84,139,63,90,95
966,1,56,19,29,129,58,89,84,192,145,31,141
967,2,36,19,71,82,157,41,84,200,35,184,141
968,1,50,46,115,43,109,89,84,218,97,110,141
969,2,36,46,80,145,124,89,84,206,16,243,141
970,1,53,13,35,17,158,89,84,144,236,190,141
971,2,54,13,115,43,109,116,84,75,5,161,159
972,1,27,11,146,135,101,150,37,218,108,176,141
973,2,41,11,73,145,124,89,84,192,217,31,141
974,1,47,22,67,105,181,89,84,201,72,95,204
975,2,55,22,11,144,172,89,84,121,212,206,80
976,1,61,24,115,43,10,89,84,116,238,82,54
977,2,62,24,27,158,7,84,84,144,236,73,153
978,1,76,22,29,129,124,89,84,124,5,211,141
979,2,54,22,35,17,158,37,84,200,35,184,125
980,1,51,11,67,105,124,89,84,192,30,156,24
981,2,45,11,71,159,60,23,84,121,212,206,80
982,1,43,19,11,144,124,89,84,218,80,176,141
983,2,55,19,73,145,76,155,84,201,72,245,204
984,1,37,46,35,17,158,89,84,116,248,57,70
985,2,42,46,90,158,7,54,84,75,5,161,141
986,1,55,3,115,43,124,89,84,30,74,184,125
987,2,33,3,29,103,149,73,36,206,16,92,65
988,1,44,11,73,62,170,58,84,181,147,206,71
989,2,41,11,67,50,129,104,42,218,168,17,141
990,1,68,46,27,158,124,89,84,192,145,31,141
991,2,34,46,71,82,189,42,27,116,198,82,141
992,1,56,33,119,29,103,89,84,49,50,69,204
993,2,36,33,11,144,167,56,84,30,172,86,141
994,1,44,11,35,17,158,89,84,121,141,93,165
995,2,61,11,67,105,124,89,84,150,151,4,141
996,1,45,19,71,82,189,89,84,206,16,243,79
997,2,57,19,115,43,109,89,84,192,43,31,24
998,1,41,33,119,29,54,73,84,80,250,176,141
999,2,49,33,101,145,76,89,84,30,89,195,148
1000,1,39,46,27,158,7,89,84,121,212,106,80
1001,2,45,46,96,75,141,89,84,116,198,57,70
1002,1,36,17,35,17,158,37,84,41,219,30,155
1003,2,40,17,11,144,167,89,84,4,151,173,141
1004,1,56,11,29,129,124,89,84,192,30,43,68
1005,2,47,11,71,82,189,89,84,30,230,86,45
1006,1,16,33,35,17,124,89,84,170,250,173,141
1007,2,28,33,101,145,76,155,84,75,151,196,141
1008,1,72,11,150,82,60,41,27,116,198,57,70
1009,2,61,11,27,158,7,84,84,192,43,31,161
1010,1,46,35,67,105,141,12,84,206,136,250,141
1011,2,50,35,115,43,109,153,84,181,147,206,71
1012,1,68,13,29,129,103,89,84,116,84,57,14
1013,2,83,13,27,158,7,84,53,60,35,154,109
1014,1,41,36,150,82,59,42,39,142,90,4,141
1015,2,47,36,76,17,55,121,84,192,43,78,161
1016,1,66,35,11,144,124,89,84,29,136,258,212
1017,2,53,35,115,43,109,153,84,41,41,69,141
1018,1,54,17,101,145,124,89,84,116,12,82,54
1019,2,2,17,145,24,124,89,84,80,250,173,141
1020,1,29,36,29,129,54,73,58,181,147,206,141
1021,2,38,36,67,105,124,89,84,60,35,184,125
1022,1,48,2,67,105,124,89,84,150,5,173,141
1023,2,54,2,35,41,106,121,84,181,147,206,141
1024,1,41,35,27,158,124,89,84,41,109,69,204
1025,2,40,35,11,144,172,127,84,116,198,82,141
1026,1,29,19,27,158,7,84,84,4,182,173,141
1027,2,34,19,35,85,55,89,84,116,198,82,141
1028,1,61,17,67,105,141,89,84,4,151,196,166
1029,2,31,17,35,85,158,89,84,181,147,206,141
1030,1,37,35,67,118,63,47,16,160,89,164,141
1031,2,57,35,11,41,124,89,84,121,104,173,141
1032,1,35,19,73,110,170,56,118,14,236,115,141
1033,2,47,19,115,43,124,89,84,139,250,48,141
1034,1,52,2,71,82,124,89,84,141,176,111,185
1035,2,57,2,9,17,158,89,84,192,145,161,134
1036,1,49,46,27,158,7,89,84,4,35,171,141
1037,2,56,46,29,129,103,89,84,15,219,195,70
1038,1,40,13,115,43,109,89,84,201,104,157,141
1039,2,53,13,108,105,63,89,84,14,111,73,141
1040,1,57,19,11,41,89,89,84,141,208,192,55
1041,2,62,19,9,17,124,89,84,160,89,196,119
1042,1,37,36,71,82,157,89,84,218,173,48,50
1043,2,28,36,101,145,172,89,84,192,145,161,24
1044,1,36,2,29,129,103,36,84,111,236,250,141
1045,2,36,2,115,43,124,89,84,30,41,171,141
1046,1,31,13,108,50,129,47,84,141,72,173,141
1047,2,42,13,9,17,158,89,84,201,104,157,103
1048,1,49,46,11,41,89,89,84,192,119,25,150
1049,2,50,46,71,82,124,89,84,73,29,196,141
1050,1,63,13,27,1,183,89,84,218,50,167,141
1051,2,51,13,101,145,172,56,84,164,181,244,141
1052,1,40,36,77,9,129,104,84,30,41,154,140
1053,2,33,36,29,129,103,89,84,201,147,106,71
1054,1,41,19,71,82,157,89,84,111,236,250,141
1055,2,65,19,115,43,124,89,84,192,119,161,24
1056,1,49,13,145,70,7,89,84,201,147,106,141
1057,2,51,13,108,105,19,89,84,210,125,244,141
1058,1,50,46,9,136,26,89,84,30,41,171,56
1059,2,63,46,29,129,124,89,84,60,172,60,195
1060,1,48,17,145,70,7,89,84,73,167,30,141
1061,2,36,17,11,41,89,127,78,190,125,82,204
1062,1,41,10,101,145,172,89,84,201,147,106,103
1063,2,52,10,108,105,19,89,84,218,159,185,47
1064,1,35,41,71,82,157,23,84,30,41,61,140
1065,2,65,41,29,129,124,89,84,192,119,76,132
1066,1,50,10,145,144,7,89,84,141,72,192,191
1067,2,72,10,35,17,124,89,84,217,125,91,204
1068,1,31,40,11,41,167,89,84,111,16,250,202
1069,2,59,40,115,132,57,135,84,81,167,196,141
1070,1,39,40,108,9,129,89,84,192,145,25,141
1071,2,40,40,71,82,157,42,84,201,147,106,141
1072,1,27,41,29,8,149,36,29,11,154,175,141
1073,2,46,41,11,142,55,89,84,30,5,171,141
1074,1,71,41,35,17,124,89,84,218,203,48,141
1075,2,22,41,101,148,87,51,98,141,72,173,141
1076,1,59,10,115,43,124,89,84,201,147,106,71
1077,2,64,10,108,105,19,89,84,83,236,250,202
1078,1,48,10,11,146,167,89,84,141,72,173,141
1079,2,72,10,35,17,124,89,84,81,12,175,159
1080,1,37,40,101,145,172,56,119,14,107,243,141
1081,2,43,40,115,43,133,153,84,218,159,173,141
1082,1,49,10,29,129,91,89,84,103,219,195,226
1083,2,45,10,145,70,7,89,84,4,35,171,141
1084,1,59,40,71,94,124,89,84,141,72,207,141
1085,2,36,40,35,17,158,54,84,192,151,163,24
1086,1,54,41,11,146,167,89,84,201,147,125,92
1087,2,47,41,108,105,19,89,84,138,12,239,141
1088,1,40,40,60,24,183,89,84,14,136,243,141
1089,2,37,40,115,43,30,77,84,190,198,244,235
1090,1,35,10,35,17,12,121,53,170,50,276,137
1091,2,61,10,101,121,124,89,84,141,72,235,141
1092,1,40,10,115,43,124,89,84,192,151,163,24
1093,2,37,10,71,94,101,42,130,14,136,258,141
1094,1,48,41,111,148,87,89,84,11,167,239,141
1095,2,50,41,11,157,124,89,84,80,54,167,141
1096,1,26,41,35,17,158,54,10,30,5,171,141
1097,2,38,41,29,129,91,73,84,141,176,69,141
1098,1,60,40,11,157,171,89,84,190,181,51,204
1099,2,46,40,145,70,124,89,84,11,195,175,141
1100,1,45,41,71,94,64,89,84,170,159,48,237
1101,2,51,41,101,148,124,89,84,192,151,124,134
1102,1,51,11,29,129,124,89,84,201,147,83,92
1103,2,32,11,108,105,85,12,45,30,5,41,141
1104,1,28,11,115,43,109,116,122,141,72,68,141
1105,2,46,11,35,17,158,89,84,14,136,250,153
1106,1,56,13,145,70,124,89,84,192,30,161,134
1107,2,50,13,46,81,189,89,84,190,248,51,204
1108,1,34,13,29,129,91,89,84,11,195,173,141
1109,2,25,13,11,46,182,100,84,30,5,41,141
1110,1,25,35,145,1,32,57,84,201,147,106,103
1111,2,39,35,108,105,19,89,84,190,198,51,204
1112,1,51,19,29,129,124,89,84,80,168,167,141
1113,2,50,19,101,83,87,89,84,30,5,41,140
1114,1,21,43,108,156,19,88,84,192,151,25,141
1115,2,32,43,71,51,189,89,84,201,147,125,92
1116,1,42,15,27,158,7,89,84,141,72,223,155
1117,2,41,15,35,17,138,54,84,190,198,274,204
1118,1,37,35,11,157,59,131,84,14,136,250,141
1119,2,66,35,115,90,57,153,84,150,12,146,10
1120,1,47,33,46,81,189,89,84,30,5,171,42
1121,2,55,33,29,129,124,89,84,192,140,161,32
1122,1,45,46,108,87,124,89,84,170,50,276,141
1123,2,49,46,73,110,87,133,84,70,188,157,92
1124,1,51,22,115,43,109,89,84,190,198,91,204
1125,2,63,22,27,158,124,89,84,14,136,243,153
1126,1,28,17,101,145,87,133,84,11,65,175,141
1127,2,44,17,11,157,59,89,84,218,168,48,141
1128,1,63,46,27,158,124,89,84,192,151,126,102
1129,2,59,46,71,51,189,23,39,190,198,51,235
1130,1,44,13,115,43,109,97,84,141,72,68,141
1131,2,55,13,35,136,26,54,10,23,218,149,141
1132,1,46,38,29,129,124,89,84,218,96,176,50
1133,2,37,38,101,121,87,89,84,30,41,171,141
1134,1,52,17,46,81,124,89,84,76,12,65,143
1135,2,44,17,11,157,59,89,84,192,151,126,141
1136,1,49,33,108,87,122,55,45,141,72,68,141
1137,2,70,33,9,136,26,89,84,154,104,157,103
1138,1,48,43,115,43,28,89,84,30,41,132,56
1139,2,48,43,119,29,126,89,84,216,25,250,202
1140,1,43,13,101,121,87,89,84,190,198,51,204
1141,2,49,13,27,158,7,57,84,218,50,173,141
1142,1,23,43,9,17,84,121,34,164,93,244,141
1143,2,31,43,27,158,7,57,111,141,72,207,141
1144,1,43,33,29,129,103,89,84,216,136,243,141
1145,2,46,33,115,43,28,89,84,30,41,61,140
1146,1,38,35,38,17,158,54,84,30,230,41,45
1147,2,46,35,29,129,103,155,84,141,72,68,195
1148,1,59,46,29,129,124,89,84,164,49,244,141
1149,2,59,46,27,158,124,89,84,30,41,42,140
1150,1,59,38,29,129,103,89,84,203,0,274,179
1151,2,54,38,27,98,179,89,84,4,35,42,177
1152,1,61,19,96,57,141,89,84,11,65,39,77
1153,2,59,19,11,83,167,89,84,201,82,157,92
1154,1,52,38,53,17,158,89,84,200,177,243,51
1155,2,73,38,41,22,124,89,84,141,72,165,184
1156,1,35,46,11,83,167,89,84,192,151,25,141
1157,2,56,46,46,82,189,10,84,11,73,39,77
1158,1,41,19,27,144,120,58,84,218,50,187,187
1159,2,43,19,12,149,87,133,84,32,248,91,219
1160,1,40,35,53,17,158,6,84,38,35,4,177
1161,2,59,35,29,129,103,89,84,179,172,257,62
1162,1,59,11,41,22,147,77,84,181,147,106,103
1163,2,49,11,96,57,124,89,84,200,55,243,111
1164,1,23,43,132,163,7,58,80,22,222,161,226
1165,2,62,43,72,51,124,89,84,32,93,244,219
1166,1,62,22,12,149,172,89,84,11,65,39,141
1167,2,50,22,11,83,55,103,84,170,175,276,47
1168,1,34,39,119,29,124,89,84,70,212,106,141
1169,2,61,39,96,57,141,88,84,30,5,217,140
1170,1,57,35,46,82,114,89,84,200,236,54,202
1171,2,76,35,129,43,147,89,84,192,89,76,226
1172,1,41,43,27,158,124,89,84,201,85,157,141
1173,2,21,43,96,57,141,75,51,165,220,219,219
1174,1,64,46,11,142,139,17,84,141,45,229,20
1175,2,61,46,35,17,124,89,84,26,131,242,39
1176,1,40,38,129,43,147,77,84,30,5,42,177
1177,2,45,38,29,129,124,89,84,206,230,243,111
1178,1,49,39,135,149,124,89,84,192,151,25,226
1179,2,40,39,72,51,189,36,27,218,203,48,151
1180,1,46,22,35,136,26,89,84,121,212,83,92
1181,2,56,22,96,100,71,89,84,141,45,160,20
1182,1,55,46,11,114,124,89,84,15,199,219,204
1183,2,42,46,145,98,7,89,84,83,217,70,39
1184,1,53,38,135,149,124,89,84,139,55,258,202
1185,2,49,38,41,21,147,77,133,218,175,48,141
1186,1,29,11,29,129,103,89,84,192,89,161,141
1187,2,51,11,46,47,101,36,84,30,41,222,136
1188,1,45,22,27,158,124,89,84,58,45,21,166
1189,2,57,22,35,17,158,6,84,142,248,219,141
1190,1,39,11,29,129,91,89,84,80,50,276,151
1191,2,56,11,135,149,87,89,84,30,160,222,177
1192,1,46,15,46,135,189,89,84,69,147,83,198
1193,2,82,15,96,57,122,89,84,192,89,161,134
1194,1,65,19,129,43,147,89,84,141,109,44,195
1195,2,72,19,9,17,158,89,84,194,218,176,141
1196,1,48,22,96,57,122,104,84,94,50,276,141
1197,2,23,22,135,8,87,130,23,120,147,106,141
1198,1,45,33,29,129,124,89,84,83,243,39,201
1199,2,55,33,11,114,167,89,84,30,46,168,183
1200,1,50,13,72,51,157,89,84,188,165,235,44
1201,2,50,13,20,6,158,54,84,192,151,253,102
1202,1,65,19,129,43,147,89,84,165,234,219,207
1203,2,39,19,27,158,120,4,61,139,236,173,141
1204,1,48,11,11,114,124,89,84,120,147,133,92
1205,2,44,11,96,57,122,89,84,214,217,100,39
1206,1,57,35,11,114,124,89,84,206,55,243,141
1207,2,45,35,129,43,147,89,84,83,217,269,63
1208,1,35,13,27,158,7,142,59,135,45,21,141
1209,2,49,13,47,17,158,6,84,165,198,173,141
1210,1,53,38,135,69,170,89,84,139,236,54,202
1211,2,47,38,129,43,147,89,84,218,114,49,47
1212,1,60,24,29,129,124,89,84,73,30,161,24
1213,2,59,24,77,82,157,42,84,30,5,222,56
1214,1,43,19,11,114,167,89,84,15,199,219,235
1215,2,39,19,143,158,7,58,84,53,100,142,63
1216,1,48,33,47,17,158,6,53,121,212,83,92
1217,2,61,33,96,57,122,89,84,37,109,89,31
1218,1,25,22,135,149,87,130,98,192,228,161,141
1219,2,50,22,77,51,124,89,84,129,114,48,141
1220,1,79,38,29,129,124,89,84,139,236,54,234
1221,2,44,38,129,43,147,77,84,30,160,222,125
1222,1,52,11,145,98,179,4,84,121,212,80,109
1223,2,55,11,96,100,71,89,84,1,248,19,179
1224,1,55,22,47,17,124,89,84,83,243,39,77
1225,2,43,22,11,142,139,78,18,145,45,111,141
1226,1,66,46,29,129,91,89,84,80,114,48,137
1227,2,62,46,135,69,144,89,84,30,160,222,125
1228,1,41,13,129,43,165,77,84,83,39,269,141
1229,2,74,13,11,114,167,89,84,139,236,54,141
1230,1,58,43,35,17,158,54,84,170,114,187,137
1231,2,63,43,135,69,144,89,84,145,45,111,141
1232,1,35,19,46,87,157,71,84,1,198,244,180
1233,2,46,19,86,24,183,4,59,192,228,263,141
1234,1,35,33,11,114,167,89,84,30,5,222,177
1235,2,47,33,29,129,91,155,84,83,243,39,141
1236,1,60,46,67,105,124,89,84,218,114,187,141
1237,2,35,46,135,69,170,106,23,121,212,106,71
1238,1,40,38,27,158,120,4,126,206,55,243,141
1239,2,105,38,25,141,124,89,84,1,199,274,179
1240,1,44,35,77,51,157,89,84,145,72,44,96
1241,2,58,35,35,54,124,89,84,192,151,263,141
1242,1,36,43,67,105,122,104,84,30,158,168,183
1243,2,43,43,29,129,103,89,84,70,147,238,92
1244,1,41,22,77,82,157,150,84,206,48,243,141
1245,2,61,22,129,22,57,89,84,192,146,161,24
1246,1,50,13,35,54,158,54,84,218,159,187,141
1247,2,64,13,135,69,144,130,84,58,176,44,61
1248,1,71,35,77,166,60,89,84,69,147,106,198
1249,2,68,35,67,105,124,89,84,192,146,86,132
1250,1,54,19,135,69,170,106,84,83,217,269,39
1251,2,53,19,11,142,139,78,84,218,159,225,141
1252,1,61,11,35,54,124,89,84,30,160,222,136
1253,2,47,11,29,129,103,148,84,141,176,111,141
1254,1,51,22,133,75,141,89,84,200,48,258,202
1255,2,53,22,129,22,57,110,84,201,145,133,141
1256,1,32,22,77,135,189,36,91,83,217,39,141
1257,2,43,22,11,114,167,89,84,192,151,86,164
1258,1,37,19,27,163,183,89,84,218,159,187,141
1259,2,42,19,135,145,87,106,84,28,248,82,204
1260,1,33,43,11,114,167,78,84,121,212,106,109
1261,2,42,43,67,105,141,12,50,83,243,142,201
1262,1,30,38,29,129,91,89,84,206,230,243,141
1263,2,48,38,115,22,193,39,43,30,52,217,183
1264,1,25,35,25,141,57,110,43,120,104,238,109
1265,2,36,35,67,105,19,104,56,206,177,176,202
1266,1,32,43,67,105,19,104,84,83,243,242,116
1267,2,38,43,11,114,167,89,84,98,145,106,198
1268,1,39,15,108,39,68,116,84,53,219,173,141
1269,2,42,15,132,9,158,89,84,121,164,106,69
1270,1,45,35,24,43,170,89,84,150,151,170,24
1271,2,73,35,60,83,196,56,84,200,159,2,47
1272,1,52,13,20,110,183,89,84,154,177,137,141
1273,2,68,13,129,22,147,88,84,217,55,269,221
1274,1,48,15,11,34,172,89,84,30,37,250,141
1275,2,57,15,150,129,91,89,84,58,100,119,37
1276,1,64,46,25,141,147,88,84,53,85,244,166
1277,2,75,46,132,9,158,89,84,154,177,18,217
1278,1,51,13,11,34,25,133,84,200,203,48,141
1279,2,60,13,44,121,33,148,84,93,72,100,37
1280,1,54,11,108,39,68,89,84,192,37,217,183
1281,2,56,11,150,129,124,89,84,145,104,42,103
1282,1,50,19,60,83,12,155,57,46,236,120,141
1283,2,41,19,101,17,183,4,84,22,182,170,20
1284,1,84,33,124,39,124,89,84,200,203,167,63
1285,2,53,33,53,43,144,89,84,69,1,106,140
1286,1,49,38,115,22,122,89,84,30,37,222,177
1287,2,46,38,150,129,91,77,84,120,16,243,153
1288,1,52,22,11,34,172,89,84,214,55,258,235
1289,2,64,22,20,158,135,89,84,93,72,100,39
1290,1,75,11,60,24,124,89,84,53,85,242,141
1291,2,53,11,132,81,19,134,84,34,151,21,139
1292,1,50,43,25,141,147,89,84,200,50,225,141
1293,2,56,43,41,60,170,106,38,146,16,251,202
1294,1,60,38,124,54,141,35,84,206,55,269,138
1295,2,55,38,145,110,7,84,84,87,118,157,140
1296,1,48,46,11,34,124,89,84,146,128,243,213
1297,2,53,46,129,22,147,89,84,93,72,100,37
1298,1,49,35,60,24,124,89,84,30,52,217,183
1299,2,40,35,150,129,91,153,73,34,151,21,141
1300,1,69,43,132,9,158,89,84,190,113,100,39
1301,2,35,43,11,48,172,17,45,53,217,244,141
1302,1,50,13,25,141,147,89,84,23,162,41,20
1303,2,73,13,60,24,124,89,84,195,16,172,202
1304,1,28,19,53,43,170,106,84,206,55,274,141
1305,2,43,19,101,82,183,4,84,200,78,225,47
1306,1,27,46,132,41,158,89,84,30,37,250,183
1307,2,40,46,110,90,91,28,120,53,217,244,141
1308,1,43,33,124,39,68,89,84,58,113,98,86
1309,2,43,33,11,114,172,17,84,121,104,125,140
1310,1,51,11,60,6,102,56,84,200,32,141,141
1311,2,48,11,100,43,60,106,112,23,41,21,141
1312,1,51,22,119,73,189,77,122,87,147,80,141
1313,2,22,22,124,39,68,104,56,192,158,250,141
1314,1,52,43,101,158,7,89,84,53,217,83,141
1315,2,55,43,132,9,158,134,84,142,236,269,138
1316,1,37,19,119,73,189,77,120,23,41,173,141
1317,2,44,19,60,24,124,89,84,192,158,222,141
1318,1,57,38,100,20,124,89,84,146,128,251,202
1319,2,51,38,25,141,147,88,53,200,78,33,115
1320,1,51,2,132,9,158,89,84,121,104,80,103
1321,2,50,2,124,39,124,89,84,53,217,244,71
1322,1,39,22,7,129,91,89,84,93,72,98,86
1323,2,43,22,11,114,172,89,84,192,224,44,183
1324,1,40,46,101,17,124,89,84,146,218,156,213
1325,2,51,46,25,141,124,89,84,201,236,274,141
1326,1,56,13,132,41,124,89,84,200,32,205,115
1327,2,59,13,100,20,170,106,84,108,122,244,141
1328,1,43,11,72,110,124,89,84,91,147,106,103
1329,2,40,11,124,54,76,104,50,201,236,168,141
1330,1,62,22,100,20,170,89,84,58,99,119,86
1331,2,79,22,33,57,124,89,84,170,230,33,115
1332,1,57,13,132,41,158,89,84,120,177,251,202
1333,2,56,13,25,141,147,137,84,108,122,244,141
1334,1,49,43,60,24,124,89,84,121,104,80,141
1335,2,39,43,124,39,68,89,84,150,25,21,139
1336,1,47,33,96,17,183,89,84,51,130,242,141
1337,2,42,33,132,9,158,89,84,201,248,258,141
1338,1,60,43,100,47,170,89,84,30,222,250,183
1339,2,61,43,7,129,124,89,84,200,32,76,115
1340,1,56,38,124,39,124,89,84,134,138,156,202
1341,2,47,38,25,151,147,88,84,121,104,80,141
1342,1,45,2,49,34,16,133,84,150,25,170,24
1343,2,34,2,60,24,102,56,84,93,99,39,86
1344,1,38,46,7,129,91,89,84,122,236,254,138
1345,2,55,46,72,105,183,89,84,192,35,250,183
1346,1,63,13,11,57,81,89,84,126,23,161,20
1347,2,33,13,60,24,136,56,9,93,99,100,39
1348,1,47,22,124,39,141,89,84,14,138,255,202
1349,2,47,22,129,22,147,88,84,121,118,106,69
1350,1,38,33,100,60,170,106,84,30,222,250,183
1351,2,51,33,7,129,91,89,84,200,84,225,115
1352,1,55,22,132,9,158,89,84,93,29,98,39
1353,2,57,22,49,16,16,133,84,51,85,207,201
1354,1,59,35,25,141,147,89,84,124,162,196,41
1355,2,58,35,60,24,102,89,84,186,138,112,18
1356,1,44,33,100,60,170,106,84,217,236,254,141
1357,2,58,33,96,93,183,4,84,169,230,50,70
1358,1,29,19,119,4,91,89,84,53,217,64,141
1359,2,53,19,132,9,124,89,84,192,35,217,212
1360,1,51,38,124,39,124,89,84,93,72,98,39
1361,2,51,38,33,7,71,89,84,87,147,125,69
1362,1,47,46,60,24,87,82,10,206,231,168,141
1363,2,66,46,145,105,124,89,84,150,19,27,132
1364,1,68,19,105,57,16,89,84,195,138,243,18
1365,2,51,19,129,22,147,88,84,93,39,98,141
1366,1,60,11,124,39,68,55,95,23,151,21,141
1367,2,57,11,60,24,12,89,84,121,104,80,103
1368,1,44,43,96,158,7,79,84,192,224,217,183
1369,2,56,43,119,4,91,89,84,206,231,274,138
1370,1,39,13,100,145,144,89,84,53,130,207,201
1371,2,44,13,132,9,124,89,84,200,202,33,70
1372,1,45,11,105,56,16,89,84,217,236,159,216
1373,2,55,11,145,105,7,89,84,93,99,37,86
1374,1,60,33,119,140,124,89,84,134,138,18,202
1375,2,66,33,25,141,147,89,84,30,222,222,212
1376,1,46,22,100,47,170,106,84,98,104,80,140
1377,2,57,22,124,39,68,89,84,169,230,76,70
1378,1,29,46,60,24,12,78,27,53,130,173,141
1379,2,33,46,13,41,158,134,41,23,151,21,141
1380,1,47,13,119,73,164,77,120,53,130,242,141
1381,2,33,13,132,136,55,12,78,30,222,222,141
1382,1,46,19,129,125,30,88,53,93,99,100,141
1383,2,51,19,11,114,172,89,84,14,138,190,202
1384,1,45,9,150,129,124,89,84,195,138,18,202
1385,2,67,9,25,141,122,89,84,30,120,222,141
1386,1,42,43,128,129,91,89,84,53,130,242,141
1387,2,35,43,132,41,158,89,84,30,222,173,141
1388,1,33,38,145,105,112,4,84,53,85,173,141
1389,2,16,38,132,9,158,89,84,217,169,159,141
1390,1,54,9,29,61,124,89,84,114,177,142,202
1391,2,47,9,25,100,147,89,84,30,224,247,183
1392,1,45,19,100,129,170,19,84,163,147,106,69
1393,2,46,19,108,110,154,52,84,200,89,121,141
1394,1,32,38,60,83,32,89,84,58,113,98,39
1395,2,64,38,11,57,124,89,84,182,162,167,141
1396,1,43,46,100,129,170,89,84,53,217,83,141
1397,2,58,46,132,9,158,89,84,73,23,121,141
1398,1,53,11,25,141,147,88,84,129,57,74,20
1399,2,51,11,60,24,102,124,84,114,131,18,141
1400,1,52,22,101,118,124,89,84,206,169,168,141
1401,2,60,22,96,93,183,89,84,121,212,106,69
1402,1,35,22,11,57,172,89,84,30,222,217,183
1403,2,69,22,29,61,124,89,84,58,113,98,39
1404,1,62,22,108,110,154,89,84,150,159,74,20
1405,2,38,22,60,24,124,89,84,121,212,106,141
1406,1,36,46,92,22,147,89,84,94,202,48,70
1407,2,45,46,100,129,170,89,84,114,131,190,18
1408,1,59,46,55,29,124,89,84,122,236,274,138
1409,2,30,46,96,138,183,4,76,30,158,247,141
1410,1,29,11,13,144,158,58,78,58,99,39,141
1411,2,45,11,11,148,71,103,109,53,217,158,141
1412,1,54,19,60,83,159,124,84,94,50,33,186
1413,2,49,19,100,145,149,89,84,150,213,167,66
1414,1,48,15,145,105,124,89,84,93,72,98,141
1415,2,55,15,11,57,124,89,84,206,169,168,141
1416,1,40,46,101,118,154,89,84,53,217,161,141
1417,2,34,46,132,9,158,58,78,90,212,80,141
1418,1,36,7,100,129,170,89,84,30,158,222,141
1419,2,62,7,29,61,124,89,84,169,23,48,99
1420,1,53,22,96,158,124,89,84,114,177,243,116
1421,2,59,22,25,141,147,89,84,201,169,274,141
1422,1,54,15,132,41,124,89,84,129,182,240,20
1423,2,46,15,60,24,102,124,84,53,85,232,141
1424,1,30,7,108,110,154,45,84,30,222,166,141
1425,2,39,7,29,61,185,77,84,90,104,209,25
1426,1,40,16,96,158,7,89,84,73,50,121,141
1427,2,53,16,100,129,170,89,84,201,169,274,141
1428,1,28,15,11,142,71,89,84,146,138,243,141
1429,2,65,15,25,141,124,89,84,58,113,98,141
1430,1,27,46,29,61,185,89,84,23,162,167,141
1431,2,38,46,60,24,102,89,84,30,222,217,136
